,Guyana,Suriname,Trinidad and Tobago,Venezuela,Samoa,Tonga,Argentina,Bolivia,Brazil,Chile,Ecuador,Paraguay,Peru,Uruguay,Guatemala,Mexico,Barbados,Dominica,Grenada,St. Lucia,St. Vincent and the Grenadines,Dominican Republic,Haiti,Jamaica,Bahamas,Belize,Colombia,Costa Rica,Cuba,El Salvador,Honduras,Nicaragua,Panama,Antigua and Barbuda,St. Kitts and Nevis,Iceland,Ireland,United Kingdom,Cape Verde,Cote d'Ivoire,Ghana,Liberia,Portugal,Spain,Burkina Faso,Guinea,Guinea-Bissau,Mali,Senegal,Sierra Leone,The Gambia,Djibouti,Eritrea,Ethiopia,Mongolia,Iraq,Jordan,Kazakhstan,Norway,Russia,Sweden,Algeria,Cameroon,Central African Republic,Tunisia,Benin,Equatorial Guinea,Kiribati,Niger,Nigeria,Sao Tome and Principe,Togo,Albania,Bosnia and Herzegovina,Croatia,Italy,Macedonia,Malta,Bulgaria,Cyprus,Georgia,Greece,Lebanon,Turkey,Austria,Czech Republic,Denmark,Hungary,Poland,Slovakia,Slovenia,Belgium,France,Luxembourg,Netherlands,Switzerland,Belarus,Estonia,Finland,Latvia,Lithuania,Moldova,Romania,Ukraine,Maldives,Oman,Somalia,Sri Lanka,Turkmenistan,Uzbekistan,Yemen,Armenia,Azerbaijan,Bahrain,Iran,Kuwait,Qatar,Saudi Arabia,United Arab Emirates,Afghanistan,Kyrgyzstan,Nepal,Pakistan,Tajikistan,Bangladesh,Bhutan,Brunei,Japan,North Korea,Palau,Philippines,South Korea,Cambodia,Laos,Myanmar,Thailand,Vietnam,Marshall Is.,Micronesia,Botswana,Burundi,Rwanda,Zambia,Zimbabwe,Comoros,Lesotho,Malawi,Mozambique,South Africa,Swaziland,Angola,Congo,"Congo, DRC",Fiji,Gabon,Namibia,New Zealand,Madagascar,Mauritius,Seychelles,Timor Leste,Australia,Nauru,Papua New Guinea,Solomon Is.,Tuvalu,Vanuatu,Canada,Germany,Taiwan,China,Malaysia,Singapore,Indonesia,Libya,Chad,Israel,Syria,Egypt,India,Montenegro,Kosovo,Serbia,United States,Uganda,Kenya,Tanzania,Morocco,Mauritania,Sudan,South Sudan
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9288860858555328,0.0,0.19985633174588815,0.11987154420982002,0.23201476543224622,0.0,0.0,18.253700741633047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6703587485949796,0.0,0.0,0.04750236024513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03248094444612283,0.03248094444612283,0.0,0.0,0.0,120.47431077694236,0.0,0.0,152.939568980813,0.9287623762376237,0.0,0.0,0.2797002698229134,0.0,6711.203657379571,0.0,102.03436823901272,0.0,0.0,0.0,4.892437193308778,0.043086696464264856,0.09744283333836849,15.354876692860412,24.28867651491305,0.29617369794807874,0.4166231180788852,0.0,0.0,46.30434901018388,244.39939799331103,0.0634369860331167,4.984122097079235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834593756059725,0.0,0.0,0.0,0.0,0.03171849301655835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.0513119010075,0.0,0.0,366.7597779381349,0.0,0.0,1.75,58.20853253186964,0.44794475744843393,11.063542904665045,0.0,0.0,0.0,0.0,0.043086696464264856,0.0,33.29404304920187,2.083720211223643,0.0,42.7603203014602,15.837447257383968,0.007064385012104964,0.0,0.0,0.0,0.0,0.0,5.743100375609367,0.0,0.0,0.0,155.69622884021112,2.874541513495682,0.0,0.0,0.0,0.0,7.786366390856936,0.2498204146823602,0.0,0.0,0.0,0.0,0.0,26.895255947240326,0.013101350761576465,0.0,0.020360015912305518,0.12586880236391224,102.49439185280788,0.0,0.0,0.0,0.0,0.8186472328210322,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.09992816587294408,0.0,0.0,0.0,0.0,0.0,2.1530824821041707,0.9237795497384801,4.860282574568288,12.729670238568014,45.30779054916986,7.902670378538695,17.809658599397785,0.0,0.0,0.0,0.0,4.92,5.381883361970613,0.07991436280654668,0.08375832439130039,0.0,1.5065746148484631,1.5808826500016406
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.182589618207249,0.0,0.1152272107099789,0.031725666055198984,0.23550359453033337,0.0,0.0,15.552042085011099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035421861474658,0.0,0.0,0.007633902651492172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014286044124041752,0.014286044124041752,0.0,0.0,0.0,132.8205255786525,0.0,0.0,95.15039403617006,0.014356435643564359,0.0,0.0,0.07402655412879762,0.0,7723.0672405885425,0.0,82.64586278523534,0.0,0.0,0.0,7.861397900121147,0.019805735385440275,0.042858132372125254,13.61600860716619,36.17757931265303,0.3095407552973342,3.8867211901366434,0.0,0.0,44.75909384221461,158.64894091415832,0.032812232551686527,2.198155720351798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.514640294745007,0.0,0.0,0.0,0.0,0.016406116275843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3627.2758622391952,0.0,0.0,353.96144007359885,0.0,0.0,0.0,63.999622021573295,0.2931351461038961,10.13495889399893,0.0,0.0,0.0,0.0,0.019805735385440275,0.0,30.687637156955518,0.7555496319825226,0.0,43.44144449678129,2.4264705882352944,0.01690443852673504,0.0,0.0,0.0,0.0,0.0,5.794622621045541,0.0,0.0,0.0,140.48899294994607,2.9047782976093646,0.0,0.0,0.0,0.0,1.2266111602906111,0.14403401338747363,0.0,0.0,0.0,0.0,0.0,30.491499736425936,0.009605473059670687,0.0,0.04423989273927393,0.03470247878880211,93.36904258987312,0.0,0.0,0.0,0.0,0.37630897232336524,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.05761360535498945,0.0,0.0,0.0,0.0,0.0,1.6807936434707056,0.5135591193644038,11.584490980717396,8.094826678102589,47.35887611749681,10.26473322354194,14.249613254312296,0.0,0.0,0.0,0.0,2.113888888888889,2.5104330888175532,0.02115044403679932,0.04383364279082685,0.0,0.5469001610305958,3.3090750327929115
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100502331228774,0.0,0.10750591155099097,0.033067536788341345,0.26179643070868963,0.0,0.0,32.167209229114356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455610951321601,0.0,0.0,0.02058755123312886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009356323853853122,0.009356323853853122,0.0,0.0,0.0,160.88690476190476,0.0,0.0,120.17022347971101,0.0,0.0,0.0,0.07715758583946314,0.0,8350.267986120063,0.0,106.91632650073299,0.0,0.0,0.0,3.8676018334875524,0.03277438117916861,0.028068971561559367,30.475203807098744,23.315451238940252,0.19584894315931467,1.2131909150946105,0.0,0.0,74.34869029584905,155.30945373467114,0.06048895675156152,0.03763866877971474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.395618105942848,0.0,0.0,0.0,0.0,0.03024447837578076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.753859605209,0.0,0.0,321.7273165329038,0.0,0.0,6.125,108.64208346599085,0.19824532085561497,8.786894169921892,0.0,0.0,0.0,0.0,0.03277438117916861,0.0,32.119035668072904,1.2290264820822359,0.0,41.741531076867865,2.2,0.009359826174845496,0.0,0.0,0.0,0.0,0.0,2.1118495621696294,0.0,0.0,0.0,137.6658543718524,1.6774881657495877,0.0,0.0,0.0,0.0,6.9176959976440076,0.1343823894387387,0.0,0.0,0.0,0.0,0.0,32.72437863816328,0.019238429375875932,0.0,0.2574876237623762,0.030778541820207672,84.13775291306845,0.0,0.0,0.0,0.0,0.6227132424042036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053752955775495485,0.0,0.0,0.0,0.0,0.0,1.542886387486703,0.48950535956484686,0.1902964959568733,13.976184708325142,55.18390804597701,11.949389908175409,31.379718452429998,0.0,0.0,0.0,0.0,0.57,5.387308243767574,0.022045024525560897,0.066797717186222,0.0,0.1212686567164179,1.3573624430291433
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3842588552976123,0.0,0.10094700898127645,0.055640284472875695,0.1391119177323397,0.0,0.0,14.043035815458158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593242213156684,0.0,0.0,0.015395481425357358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022137317352050455,0.022137317352050455,0.0,0.0,0.0,120.30119416187529,0.0,0.0,174.90011627360553,0.1895437516724645,0.0,0.0,0.12982733043670994,0.0,5535.52485216875,0.0,59.26289189414051,0.0,0.0,0.0,3.204753851613456,0.02083970660009251,0.06641195205615136,28.78876473721843,43.84366639589315,0.44213102199944304,1.5415931834946446,0.0,0.0,36.99977591218316,279.16626532887403,0.05928020179933252,2.5905747571406104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7878786178309753,0.0,0.0,0.0,0.0,0.02964010089966626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5425.7112530595905,0.0,0.0,267.8519170853469,0.0,0.0,0.0,52.61378500566713,0.418228021978022,10.90174389104033,0.0,0.0,0.0,0.0,0.02083970660009251,0.0,32.42839247070374,1.0020268629614286,0.0,49.1617316017316,0.0,0.011704696504152425,0.0,0.0,0.0,0.0,0.0,-2.0896686303387337,0.0,0.0,0.0,187.74092929066572,2.9733481425164427,0.0,0.0,0.0,0.0,2.576445169365298,0.12618376122659558,0.0,0.0,0.0,0.0,0.0,28.82975639026907,0.035472803581621845,0.0,0.18997524752475248,0.08250402757142275,85.7842524135038,0.0,0.0,0.0,0.0,0.3959544254017577,0.0,0.0,0.0,0.0,0.0,2.8278388278388276,0.0,0.0,0.0,0.05047350449063823,0.0,0.0,0.0,0.0,0.0,1.9197135150032765,0.39224464525339364,0.5921625544267054,9.416832371406912,65.42528735632185,11.683792123239636,20.854177036943945,0.0,0.0,0.0,0.0,2.8007142857142853,3.9344106628795616,0.03709352298191713,0.044340370769560135,0.0,4.75462962962963,3.3168673732119935
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23928027031806354,0.0,0.04263017717482426,0.02810170434268753,0.08184588173102045,0.0,0.0,13.603485679215275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5461888412294416,0.0,0.0,0.013065083611503334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008921778893092445,0.008921778893092445,0.0,0.0,0.0,112.30701754385964,0.0,0.0,120.21883688076974,0.0754950495049505,0.0,0.0,0.0655706434662709,0.0,5632.851661713961,0.0,43.707580649505154,0.0,0.0,0.0,4.450659836192882,0.01268392961750738,0.026765336679277336,23.18690503963552,28.086441453287183,0.298095181392395,1.216651956769538,0.0,0.0,91.12615854591112,113.69609810479376,0.02944197821852692,14.88203321901098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6003883211842673,0.0,0.0,0.0,0.0,0.01472098910926346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.767591950453,0.0,0.0,233.66241837091113,0.0,0.0,0.0,62.07002432408339,0.12727941176470586,11.557687504867298,0.0,0.0,0.0,0.0,0.01268392961750738,0.0,118.33084514163689,2.8711641453555696,0.0,57.928167667148415,0.014504219409282698,0.012840790600413411,0.0,0.0,0.0,0.0,0.0,3.232255996620657,0.0,0.0,0.0,112.58892148532892,2.4674477059570155,0.0,0.0,0.0,0.0,5.083552791794802,0.05328772146853032,0.0,0.0,0.0,0.0,0.0,26.32776556488969,0.010812586488164752,0.0,0.0,0.02404940475301703,105.14699400651804,0.0,0.0,0.0,0.0,0.24099466273264022,0.0,0.0,0.0,0.0,0.0,2.871794871794872,0.0,0.0,0.0,0.02131508858741213,0.0,0.0,0.0,0.0,0.0,0.8055412172024644,0.4368176719111555,6.459050383578685,14.470660489881704,39.88505747126436,23.386279233580098,25.339083418731896,0.0,0.0,0.0,0.0,0.03,2.169128207898262,0.018734469561791686,0.038337198965037685,0.0,3.526016054990747,2.084708203306791
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5584772151023383,0.0,0.08928240585863677,0.06367781241798218,0.35316320206199425,0.0,0.0,12.651088828876905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6302567150295216,0.0,0.0,0.026987775362767648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015944826133129673,0.015944826133129673,0.0,0.0,0.0,108.4814241486068,0.0,0.0,92.67572282866702,0.295,0.0,0.0,0.14858156230862507,0.0,6455.379081543729,0.0,58.96591085061427,0.0,0.0,0.0,1.758125391232808,0.02402157271118308,0.04783447839938902,41.69631250219325,13.564945531634791,0.09235845295055821,1.8485294217531707,0.0,0.0,42.24225188637649,211.27308807134895,0.0943630135849069,1.8051620473984105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0988610367577047,0.0,0.0,0.0,0.0,0.04718150679245345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3493.6029074775333,0.0,0.0,295.5414151792566,0.0,0.0,0.0,47.57199495689161,0.1710669191919192,6.842677555281238,0.0,0.0,0.0,0.0,0.02402157271118308,0.0,13.009904851340318,2.3036336146498195,0.0,66.12206150460268,0.1595464135021097,0.0154079389362076,0.0,0.0,0.0,0.0,0.0,-2.97365928006302,0.0,0.0,0.0,106.87305085390415,1.9664899050499174,0.0,0.0,0.0,0.0,1.3601865538508588,0.11160300732329596,0.0,0.0,0.0,0.0,0.0,25.8444997139941,0.022814525115701142,0.0,0.10625,0.07145581467196997,85.12329606567972,0.0,0.0,0.0,0.0,0.4564098815124785,0.0,0.0,0.0,0.0,0.0,2.9212962962962963,0.0,0.0,0.0,0.044641202929318384,0.0,0.0,0.0,0.0,0.0,1.0668402536588149,1.0870215338324332,1.5824175824175826,10.100482529539796,22.970625798212005,14.452530568729578,19.322159948878568,0.0,0.0,0.0,0.0,0.315,3.9213481528426644,0.04245187494532145,0.08908829831879107,0.0,3.4160814286057635,0.9745854609178674
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14986706974353603,0.0,0.05006717534276937,0.11168389708047194,0.1009212546052666,0.0,0.0,17.62307490824864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3823262942339247,0.0,0.0,0.013756699181781877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010307288274674954,0.010307288274674954,0.0,0.0,0.0,138.625,0.0,0.0,161.6701136354307,0.015,0.0,0.0,0.26059575985443456,0.0,6051.68167620538,0.0,41.57423388239829,0.0,0.0,0.0,2.9609980872539765,0.03143393747644084,0.030921864824024863,29.596102505676676,15.520177047861324,0.4236417581386621,0.43284116516665977,0.0,0.0,51.50223161329589,194.44370122630994,0.03306923129452028,0.3914421553090333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45984573149099,0.0,0.0,0.0,0.0,0.01653461564726014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5338.732043558956,0.0,0.0,305.749696650163,0.0,0.0,0.0,49.18431542350649,0.28655414438502674,8.81418673584486,0.0,0.0,0.0,0.0,0.03143393747644084,0.0,89.99396375075092,2.4015075832934807,0.0,52.23996500908417,22.507647679324897,0.0074982254020232505,0.0,0.0,0.0,0.0,0.0,-1.2509741297621901,0.0,0.0,0.0,115.43387558686487,1.904622188856727,0.0,0.0,0.0,0.0,8.10678990321174,0.0625839691784617,0.0,0.0,0.0,0.0,0.0,30.43345736268913,0.013443103362009478,0.0,0.025,0.03999816430522614,126.24426882919994,0.0,0.0,0.0,0.0,0.597244812052376,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.025033587671384683,0.0,0.0,0.0,0.0,0.0,1.2082022987114915,0.8974936616715776,1.054945054945055,13.682262445306677,11.029374201787995,21.59632184519153,20.489648327523447,0.0,0.0,0.0,0.0,4.503333333333334,2.75974008270659,0.0744559313869813,0.02327922024238865,0.0,2.282522171749946,2.7370792919712104
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163468656702672,0.0,0.151406726523201,0.10784285094444251,0.37035399875026287,0.0,0.0,5.3528302361208935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.331429019004924,0.0,0.0,0.015929448416733327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010149241114334356,0.010149241114334356,0.0,0.0,0.0,105.96839525283798,0.0,0.0,179.76599092157247,0.54,0.0,0.0,0.25163331887036583,0.0,5565.154389819853,0.0,37.40909529704679,0.0,0.0,0.0,2.8889258406151663,0.013672697800715894,0.030447723343003066,24.495300339664933,3.16351486716467,0.5317503332209215,3.1896162569999085,0.0,0.0,26.679109314199287,148.04552954292086,0.13993003700605358,0.6897932519567873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.004653868528214,0.0,0.0,0.0,0.0,0.06996501850302679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.624807629967,0.0,0.0,308.5221997094843,0.0,0.0,0.0,71.39968722539894,0.9015322912381736,7.637328328582336,0.0,0.0,0.0,0.0,0.013672697800715894,0.0,47.771062747041945,2.0647331993918843,0.0,38.46482112015791,0.014504219409282698,0.013851255018086968,0.0,0.0,0.0,0.0,0.0,0.957956525213778,0.0,0.0,0.0,210.5199804119393,2.678368027313457,0.0,0.0,0.0,0.0,0.7210884353741497,0.18925840815400125,0.0,0.0,0.0,0.0,0.0,38.712276663040186,0.010398261876497335,0.0,0.017708333333333333,0.024903737102019742,102.0942693174122,0.0,0.0,0.0,0.0,0.259781258213602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757033632616005,0.0,0.0,0.0,0.0,0.0,2.226793647169056,0.7778232597865725,6.593406593406594,11.256506097508685,24.93742017879949,9.975894421255125,15.728484783362298,0.0,0.0,0.0,0.0,0.33777777777777773,5.71312061925628,0.07189523396296167,0.04812563261220369,0.0,2.506843800322061,1.6046087496199741
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7783933483311392,0.0,0.04494098190368466,0.057285648754721724,0.19137346667427202,0.0,0.0,11.64201828705285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.782971957726645,0.0,0.0,0.00999028242603716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01081615774582759,0.01081615774582759,0.0,0.0,0.0,93.56359649122807,0.0,0.0,117.9699667684032,0.0681081081081081,0.0,0.0,0.13366651376101737,0.0,1277.8904290023702,0.0,96.99076582375504,0.0,0.0,0.0,3.6800274157125683,0.015902492341631557,0.032448473237482775,30.331023048521157,5.8960812479282065,0.1955845141700405,0.5588714694537763,0.0,0.0,37.88654580600419,149.80577480490524,0.055969807220012706,2.408874801901743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0639906922629425,0.0,0.0,0.0,0.0,0.027984903610006353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.1997980720305,0.0,0.0,335.41137479272004,0.0,0.0,0.0,39.6050690880379,0.078125,5.83283596840874,0.0,0.0,0.0,0.0,0.015902492341631557,0.0,44.761537386401216,0.6919708728188507,0.0,60.43775609537268,0.0,0.013348079212353531,0.0,0.0,0.0,0.0,0.0,-4.083234978479524,0.0,0.0,0.0,138.8906151176566,3.981467142655898,0.0,0.0,0.0,0.0,19.313487006845484,0.05617622737960583,0.0,0.0,0.0,0.0,0.0,24.37058793840218,0.019521284528924744,0.0,0.0375,0.04620406567594972,98.84248178409464,0.0,0.0,0.0,0.0,0.3021473544909996,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.02247049095184233,0.0,0.0,0.0,0.0,0.0,3.1166808958341177,0.5989411856442379,5.406593406593407,15.065951746659005,58.583652618135375,5.399389460589453,36.76499227268005,0.0,0.0,0.0,0.0,2.7908695652173914,-0.1965283832719803,0.03819043250314782,0.05632491456790585,0.0,1.9730273752012883,1.2808626771727403
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5541736615973705,0.0,0.04377741188810992,0.138929760244545,0.2786134200658995,0.0,0.0,23.546179254902313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67759165849872,0.0,0.0,0.007109574499043745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014398752341859541,0.014398752341859541,0.0,0.0,0.0,122.58617131062951,0.0,0.0,11.43791077964122,0.0,0.0,0.0,0.32416944057060504,0.0,3426.8807227811308,0.0,64.08580092937727,0.0,0.0,0.0,2.72814284786421,0.04470577588837246,0.043196257025578624,25.820205929936375,5.342864581842913,0.11558307533539733,1.2435966354934649,0.0,0.0,58.06870364096264,109.48740245261985,0.18454947385087522,0.2230737590883246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9094434748885005,0.0,0.0,0.0,0.0,0.09227473692543761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.716100135356,0.0,0.0,307.5956417928552,0.0,0.0,0.0,41.70759548157864,0.13423831070889894,5.656289888250879,0.0,0.0,0.0,0.0,0.04470577588837246,0.0,6.8053610932321575,1.0416511882893746,0.0,49.940432900432896,27.5,0.021746808616924764,0.0,0.0,0.0,0.0,0.0,-2.449856834606295,0.0,0.0,0.0,202.91404277794635,1.9400327012530463,0.0,0.0,0.0,0.0,3.7901524032825322,0.0547217648601374,0.0,0.0,0.0,0.0,0.0,31.975050191231396,0.03819718457209809,0.0,0.09840655940594059,0.10793367364322537,103.92059727535207,0.0,0.0,0.0,0.0,0.8494097418790768,0.0,0.0,0.0,0.0,0.0,2.571428571428571,0.0,0.0,0.0,0.02188870594405496,0.0,0.0,0.0,0.0,0.0,2.120168932522895,1.0170895702176526,3.260739260739261,20.491649608415887,48.300127713920816,19.02696304448852,23.03657982022195,0.0,0.0,0.0,0.0,1.2449999999999999,3.9774263924981628,0.09261984016303001,0.047290695997484034,0.0,1.907608695652174,1.1239664741668451
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033389992277275515,0.0,0.023998991653347637,0.0463743254604069,0.3665491970510545,0.0,0.0,13.995521840819073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2866355085851606,0.0,0.0,0.007372650097654093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029757305155251518,0.029757305155251518,0.0,0.0,0.0,128.46929824561403,0.0,0.0,49.264208843677025,0.1,0.0,0.0,0.1082067594076161,0.0,2134.736029247379,0.0,155.96874649196164,0.0,0.0,0.0,4.258178391806068,0.01018975594153878,0.08927191546575455,33.245539105307216,5.34585267790408,0.14353300208563366,1.8421185257158752,0.0,0.0,38.852841979454006,201.78586399108138,0.08307549245926497,1.7991283676703644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.195462478184991,0.0,0.0,0.0,0.0,0.04153774622963249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.3862713481142,0.0,0.0,376.12311900887914,0.0,0.0,0.0,42.29954179030348,0.18509615384615385,10.772515153443535,0.0,0.0,0.0,0.0,0.01018975594153878,0.0,17.965438050692594,0.585017026519212,0.0,69.23255411255411,17.05,0.00953578274491765,0.0,0.0,0.0,0.0,0.0,-2.6103231496386616,0.0,0.0,0.0,164.08120881061416,2.637533049891798,0.0,0.0,0.0,0.0,2.629267650788334,0.029998739566684546,0.0,0.0,0.0,0.0,0.0,41.05955792460661,0.01595083461582626,0.0,0.059728422619047615,0.06197390654324747,95.08552043603589,0.0,0.0,0.0,0.0,0.1936053628892368,0.0,0.0,0.0,0.0,0.0,0.991898148148148,0.0,0.0,0.0,0.011999495826673819,0.0,0.0,0.0,0.0,0.0,1.8496523060339098,0.39268454432348376,0.16172506738544476,15.77729396168777,22.816091954022987,-0.21181707156167695,25.522809990448273,0.0,0.0,0.0,0.0,2.422173913043478,1.6037149151418784,0.0309162169736046,0.03024308000952814,0.0,5.5815217391304355,0.26052889874660773
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5733297565129756,0.0,0.02224014257352948,0.04428773722580902,0.2236254090192451,0.0,0.0,14.869313134287957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.023656832599061,0.0,0.0,0.006566627878954359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018262457526846035,0.018262457526846035,0.0,0.0,0.0,181.74948400412796,0.0,0.0,49.20302123165159,0.195,0.0,0.0,0.10333805352688771,0.0,4410.288503113922,0.0,56.66900113692178,0.0,0.0,0.0,3.2416357932012794,0.006665906829006976,0.054787372580538105,38.5780148760504,29.66102802585918,0.6581011403457224,0.9809575159332531,0.0,0.0,55.47305001329355,152.83010033444816,0.15144175418413697,4.094512527068388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315493503975179,0.0,0.0,0.0,0.0,0.07572087709206848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535.700820967744,0.0,0.0,351.8477437917788,0.0,0.0,0.0,42.39324478178368,0.9612154757007698,5.488614160791791,0.0,0.0,0.0,0.0,0.006665906829006976,0.0,28.558148283938873,1.394280499142006,0.0,44.53264069264069,5.676268925291636,0.00624377859728424,0.0,0.0,0.0,0.0,0.0,-0.5406960189973855,0.0,0.0,0.0,170.7805719116182,2.5281697987522627,0.0,0.0,0.0,0.0,7.559293428705732,0.027800178216911848,0.0,0.0,0.0,0.0,0.0,23.586525196558956,0.031782590963775684,0.0,0.0625,0.021744761999169332,111.94616924542737,0.0,0.0,0.0,0.0,0.12665222975113255,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.01112007128676474,0.0,0.0,0.0,0.0,0.0,2.205087943619939,0.8107336744415429,0.0,23.74393307574516,40.67177522349936,13.257523544020339,22.038481496514386,0.0,0.0,0.0,0.0,0.7996376811594204,-0.0030159716340408503,0.029525158150539348,0.09326729873432614,0.0,3.414855072463768,-0.3035242209802568
