,country,year,d_riot,preds_proba
504,Lesotho,2019,0,0.11748035148050985
505,Lesotho,2020,0,0.07477863290335235
506,Lesotho,2021,0,0.06259033460456882
507,Lesotho,2022,0,0.10303250663441561
508,Lesotho,2023,0,0.13385851141623303
509,Liberia,2017,0,0.44894726916200905
510,Liberia,2018,0,0.4036773150606596
511,Liberia,2019,1,0.44564730584702084
512,Liberia,2020,1,0.42199595323519695
513,Liberia,2021,0,0.41289368453298464
514,Liberia,2022,0,0.27622453033758093
515,Liberia,2023,1,0.3252104022581689
516,Libya,2017,0,0.2134520805623484
517,Libya,2018,0,0.23427228375654843
518,Libya,2019,0,0.28012811175997554
519,Libya,2020,1,0.1820136363967909
520,Libya,2021,0,0.28104166714073686
521,Libya,2022,0,0.2081029360995384
522,Libya,2023,0,0.2793590700676033
523,Lithuania,2020,0,0.23305533804952103
524,Lithuania,2021,0,0.23349582671755428
525,Lithuania,2022,0,0.21907780699471155
526,Lithuania,2023,0,0.21554759566583248
527,Luxembourg,2020,0,0.31671045808558373
528,Luxembourg,2021,0,0.34031705204984686
529,Luxembourg,2022,0,0.34002008381989923
530,Luxembourg,2023,0,0.3372965257965671
531,Madagascar,2017,1,0.3975260258131568
532,Madagascar,2018,1,0.46475921890986693
533,Madagascar,2019,1,0.5273159780016642
534,Madagascar,2020,1,0.417511516430205
535,Madagascar,2021,1,0.5270252258805496
536,Madagascar,2022,1,0.4378966648885734
537,Madagascar,2023,1,0.49974318538529267
538,Malawi,2017,1,0.5597392022119229
539,Malawi,2018,1,0.555575872392701
540,Malawi,2019,1,0.4971267821881172
541,Malawi,2020,1,0.5642361332008622
542,Malawi,2021,1,0.5649300591146087
543,Malawi,2022,1,0.5807513131339636
544,Malawi,2023,1,0.5732087214515263
545,Malaysia,2018,0,0.3815167056437941
546,Malaysia,2019,0,0.4338004854659397
547,Malaysia,2020,0,0.4454698524176494
548,Malaysia,2021,0,0.5342310888610302
549,Malaysia,2022,0,0.5570479398536552
550,Malaysia,2023,0,0.5716040056492007
551,Maldives,2020,0,0.3819519770221051
552,Maldives,2021,0,0.36899768821919643
553,Maldives,2022,0,0.3741155839760776
554,Maldives,2023,0,0.3782600172938454
555,Mali,2017,0,0.04795281570336786
556,Mali,2018,0,0.06578500310139868
557,Mali,2019,1,0.056737992620374954
558,Mali,2020,1,0.31413796800095123
559,Mali,2021,1,0.3112609307015856
560,Mali,2022,1,0.3352418034594192
561,Mali,2023,1,0.309329488992314
562,Malta,2020,0,0.44992667267249825
563,Malta,2021,0,0.43827448912105066
564,Malta,2022,0,0.440001974614611
565,Malta,2023,0,0.4341416043254607
566,Mauritania,2017,0,0.04811397513371778
567,Mauritania,2018,0,0.07042330021961188
568,Mauritania,2019,0,0.061673962795473145
569,Mauritania,2020,0,0.058573979910258527
570,Mauritania,2021,0,0.0600868352858048
571,Mauritania,2022,0,0.11250195101914802
572,Mauritania,2023,0,0.12179567336575316
573,Mauritius,2020,0,0.38133496063597716
574,Mauritius,2021,0,0.3369329476077449
575,Mauritius,2022,0,0.3268431920678472
576,Mauritius,2023,0,0.37707174395070114
577,Mexico,2018,1,0.5611444040726212
578,Mexico,2019,1,0.5510010116985534
579,Mexico,2020,1,0.5327860964816326
580,Mexico,2021,1,0.5506447934908182
581,Mexico,2022,1,0.5414650960657375
582,Mexico,2023,1,0.5321248013449449
583,Moldova,2018,0,0.29101788795734385
584,Moldova,2019,0,0.29508215746141464
585,Moldova,2020,0,0.3372905416083158
586,Moldova,2021,0,0.33671297717910964
587,Moldova,2022,0,0.3321767545875796
588,Moldova,2023,0,0.3827185206315572
589,Mongolia,2018,0,0.47644097924433004
590,Mongolia,2019,0,0.5370433499944673
591,Mongolia,2020,0,0.5797518698477063
592,Mongolia,2021,0,0.5798769037742908
593,Mongolia,2022,0,0.5159811973486791
594,Mongolia,2023,0,0.52889948735119
595,Montenegro,2018,0,0.16215314030334838
596,Montenegro,2019,0,0.16154972085375555
597,Montenegro,2020,0,0.16191964875328455
598,Montenegro,2021,0,0.20302966911416137
599,Montenegro,2022,0,0.20299431082088842
600,Montenegro,2023,0,0.21300533513508474
601,Morocco,2017,1,0.18879569912470323
602,Morocco,2018,0,0.43139803261365783
603,Morocco,2019,0,0.25686475554151683
604,Morocco,2020,1,0.21442909963431644
605,Morocco,2021,1,0.32872082130627905
606,Morocco,2022,1,0.32671643409580453
607,Morocco,2023,1,0.3323424410073556
608,Mozambique,2017,1,0.12013493940589884
609,Mozambique,2018,0,0.24472440803555712
610,Mozambique,2019,1,0.11416986012374819
611,Mozambique,2020,0,0.2928778501584727
612,Mozambique,2021,0,0.15549055588576005
613,Mozambique,2022,1,0.16312919933744824
614,Mozambique,2023,1,0.3476339962333689
615,Myanmar (Burma),2017,0,0.17844639992382544
616,Myanmar (Burma),2018,0,0.1926864444287151
617,Myanmar (Burma),2019,0,0.2458731527489638
618,Myanmar (Burma),2020,0,0.25349625951201993
619,Myanmar (Burma),2021,1,0.26471392863414894
620,Myanmar (Burma),2022,0,0.379818756770785
621,Myanmar (Burma),2023,0,0.29453819767684436
622,Namibia,2017,0,0.02873005303072247
623,Namibia,2018,0,0.028855086957306923
624,Namibia,2019,0,0.03158040981035747
625,Namibia,2020,0,0.030165073261456014
626,Namibia,2021,0,0.07232585220464112
627,Namibia,2022,0,0.07331408178272823
628,Namibia,2023,0,0.11945434289001762
629,Nepal,2017,1,0.8434183685588807
630,Nepal,2018,1,0.8420906005701678
631,Nepal,2019,1,0.7992570467903444
632,Nepal,2020,1,0.7555247339898908
633,Nepal,2021,1,0.669077599351585
634,Nepal,2022,1,0.6588322436255488
635,Nepal,2023,1,0.6992608914157532
636,Netherlands,2020,1,0.6614558561986543
637,Netherlands,2021,1,0.6523743182237144
638,Netherlands,2022,0,0.6485229123034112
639,Netherlands,2023,0,0.6092119549576546
640,New Zealand,2021,0,0.3210149695417759
641,New Zealand,2022,0,0.3176652616171358
642,New Zealand,2023,0,0.3135663418105067
643,Nicaragua,2018,1,0.2975051948546913
644,Nicaragua,2019,0,0.30834773828720635
645,Nicaragua,2020,0,0.27087109403726245
646,Nicaragua,2021,0,0.2941839054061523
647,Nicaragua,2022,0,0.3051650697728907
648,Nicaragua,2023,0,0.2561595485391304
649,Niger,2017,0,0.0420176983848698
650,Niger,2018,0,0.06217162319967593
651,Niger,2019,0,0.05472597009507311
652,Niger,2020,1,0.053144176013435705
653,Niger,2021,0,0.35064170187539834
654,Niger,2022,0,0.16017822806179505
655,Niger,2023,0,0.19433574114149796
656,Nigeria,2017,1,0.8589165872171269
657,Nigeria,2018,1,0.856189429665839
658,Nigeria,2019,1,0.7892027043538508
659,Nigeria,2020,1,0.8952238478577665
660,Nigeria,2021,1,0.8910729497580172
661,Nigeria,2022,1,0.8493361309942867
662,Nigeria,2023,1,0.8466000309872832
663,North Macedonia,2018,0,0.24391956142386625
664,North Macedonia,2019,0,0.23359727562452026
665,North Macedonia,2020,0,0.2337045278665409
666,North Macedonia,2021,0,0.23271629828845378
667,North Macedonia,2022,0,0.23144243748807017
668,North Macedonia,2023,0,0.22719184611883667
669,Norway,2020,0,0.38070403913818635
670,Norway,2021,0,0.39466956869380826
671,Norway,2022,0,0.3769043602910853
672,Norway,2023,0,0.3742626874442996
673,Oman,2017,0,0.2316472690102733
674,Oman,2018,0,0.2589116147763849
675,Oman,2019,0,0.27502856370015066
676,Oman,2020,0,0.2758561959825257
677,Oman,2021,0,0.2749511349772823
678,Oman,2022,0,0.2730343228594126
679,Oman,2023,0,0.27230246311910755
680,Pakistan,2017,1,0.8680483134366322
681,Pakistan,2018,1,0.8678422566131999
682,Pakistan,2019,1,0.8672767340185822
683,Pakistan,2020,1,0.8661538901878653
684,Pakistan,2021,1,0.8648228553634819
685,Pakistan,2022,1,0.8516099426168316
686,Pakistan,2023,1,0.8354034206044
687,Panama,2018,1,0.4016655361858737
688,Panama,2019,0,0.4930267928930917
689,Panama,2020,0,0.4029676176549713
690,Panama,2021,0,0.3947013393571085
691,Panama,2022,1,0.4058504066212521
692,Panama,2023,1,0.4857565700582001
693,Papua New Guinea,2021,1,0.18772486762802384
694,Papua New Guinea,2022,1,0.39305428495029154
695,Papua New Guinea,2023,1,0.4366491686779897
696,Paraguay,2018,1,0.29161360763357314
697,Paraguay,2019,1,0.32227577990200545
698,Paraguay,2020,1,0.3227989150498529
699,Paraguay,2021,1,0.3251515602134478
700,Paraguay,2022,1,0.36320998271366944
701,Paraguay,2023,1,0.44408771960191623
702,Peru,2018,1,0.5619302075846824
703,Peru,2019,1,0.5113665718772032
704,Peru,2020,1,0.5105173043425492
705,Peru,2021,1,0.5106198050333709
706,Peru,2022,1,0.5048903825637091
707,Peru,2023,1,0.500807792362255
708,Philippines,2017,0,0.23592147333161104
709,Philippines,2018,0,0.2890539801817891
710,Philippines,2019,0,0.32037445360265615
711,Philippines,2020,0,0.355936156953669
712,Philippines,2021,0,0.3116176048944621
713,Philippines,2022,0,0.30873513461167396
714,Philippines,2023,0,0.26469345312608616
715,Poland,2020,0,0.49754384687868336
716,Poland,2021,1,0.4545554356531233
717,Poland,2022,1,0.510982546567526
718,Poland,2023,1,0.5049337474672425
719,Portugal,2020,0,0.5169594027795388
720,Portugal,2021,0,0.5329272341075433
721,Portugal,2022,0,0.5271469742347819
722,Portugal,2023,0,0.5230512403112851
723,Qatar,2017,0,0.1150971202513279
724,Qatar,2018,0,0.11993593781563125
725,Qatar,2019,0,0.16180876205166533
726,Qatar,2020,0,0.15904479312024408
727,Qatar,2021,0,0.16595167193799726
728,Qatar,2022,0,0.15874822490178728
729,Qatar,2023,0,0.16035180272838465
730,Congo,2017,0,0.044018241210221035
731,Congo,2018,0,0.06346382781926121
732,Congo,2019,0,0.09789332243554699
733,Congo,2020,0,0.05749684190935242
734,Congo,2021,0,0.05822967020623969
735,Congo,2022,0,0.10875723520622764
736,Congo,2023,0,0.16202759835648012
737,Romania,2018,0,0.36554932304957494
738,Romania,2019,0,0.3913733245681477
739,Romania,2020,0,0.38952189933855796
740,Romania,2021,0,0.39176620803246487
741,Romania,2022,0,0.38275864022939077
742,Romania,2023,0,0.3541729221343034
743,Russia (Soviet Union),2018,1,0.534152751205975
744,Russia (Soviet Union),2019,0,0.48281522388041775
745,Russia (Soviet Union),2020,0,0.4480703126453434
746,Russia (Soviet Union),2021,0,0.46953068145869437
747,Russia (Soviet Union),2022,0,0.4742890164990956
748,Russia (Soviet Union),2023,0,0.4644524766368922
749,Rwanda,2017,0,0.06325162974125656
750,Rwanda,2018,0,0.06212206695707503
751,Rwanda,2019,0,0.09663944249812141
752,Rwanda,2020,0,0.16162172406812692
753,Rwanda,2021,0,0.14835338360238415
754,Rwanda,2022,0,0.14775407924885853
755,Rwanda,2023,0,0.14959443120044208
756,Saudi Arabia,2017,0,0.15903894682882683
757,Saudi Arabia,2018,0,0.13414288010663597
758,Saudi Arabia,2019,0,0.1594559185853256
759,Saudi Arabia,2020,0,0.1678135389267217
760,Saudi Arabia,2021,0,0.16831223773746737
761,Saudi Arabia,2022,0,0.16485057482124743
762,Saudi Arabia,2023,0,0.16360046151450988
763,Senegal,2017,0,0.1455620092253514
764,Senegal,2018,0,0.2167870821738348
765,Senegal,2019,0,0.21215001282592957
766,Senegal,2020,1,0.2004177613211293
767,Senegal,2021,1,0.362036388873593
768,Senegal,2022,1,0.3520665439284969
769,Senegal,2023,1,0.3173029674549316
770,Serbia,2018,0,0.18745940358463392
771,Serbia,2019,0,0.18668334500474057
772,Serbia,2020,0,0.18363605366738642
773,Serbia,2021,0,0.2728029789254715
774,Serbia,2022,0,0.26655660207136456
775,Serbia,2023,0,0.27968087058094576
776,Sierra Leone,2017,0,0.02070913353930117
777,Sierra Leone,2018,1,0.04760630367794706
778,Sierra Leone,2019,1,0.3167744389810021
779,Sierra Leone,2020,1,0.31953111021293024
780,Sierra Leone,2021,0,0.35865481396521953
781,Sierra Leone,2022,0,0.16890641153271316
782,Sierra Leone,2023,1,0.15381069124831967
783,Singapore,2020,0,0.4445856857327986
784,Singapore,2021,0,0.4327865257883023
785,Singapore,2022,0,0.43459445455032103
786,Singapore,2023,0,0.43086287476254415
787,Slovakia,2020,0,0.27456162249019006
788,Slovakia,2021,0,0.35850807859680695
789,Slovakia,2022,0,0.35675816575926245
790,Slovakia,2023,0,0.39628175254422343
791,Slovenia,2020,0,0.29175391013242985
792,Slovenia,2021,0,0.28055638684699274
793,Slovenia,2022,0,0.27743110081701927
794,Slovenia,2023,0,0.23193053135981948
795,Solomon Islands,2021,0,0.17444340126391236
796,Solomon Islands,2022,0,0.1750264205350542
797,Solomon Islands,2023,0,0.2601279105438504
798,Somalia,2017,1,0.900041074897158
799,Somalia,2018,1,0.9392625920309656
800,Somalia,2019,0,0.8496707744420678
801,Somalia,2020,0,0.6140259863623607
802,Somalia,2021,0,0.6535981683018636
803,Somalia,2022,0,0.6234134320384266
804,Somalia,2023,0,0.5526713890646204
805,South Africa,2017,1,0.7006253825094783
806,South Africa,2018,1,0.7413276196873907
807,South Africa,2019,1,0.7862328430308206
808,South Africa,2020,1,0.7269116635245508
809,South Africa,2021,1,0.6875784975544542
810,South Africa,2022,1,0.708497067057226
811,South Africa,2023,1,0.6915365669340329
812,South Korea,2018,1,0.6701777602486161
813,South Korea,2019,1,0.8296965492348644
814,South Korea,2020,1,0.8299764406071856
815,South Korea,2021,1,0.8289012019801847
816,South Korea,2022,1,0.8242403207647939
817,South Korea,2023,1,0.8196685348041364
818,South Sudan,2017,0,0.06580417256437196
819,South Sudan,2018,0,0.04781874994518533
820,South Sudan,2019,0,0.046011542195370424
821,South Sudan,2020,0,0.04803203215549134
822,South Sudan,2021,1,0.045310610240777385
823,South Sudan,2022,0,0.22868231652809223
824,South Sudan,2023,0,0.13225882752533538
825,Spain,2020,1,0.533914805262481
826,Spain,2021,1,0.5258214968656282
827,Spain,2022,1,0.5191837811913395
828,Spain,2023,1,0.5133260925957098
829,Sri Lanka,2017,1,0.9354887646335424
830,Sri Lanka,2018,1,0.9178478365987975
831,Sri Lanka,2019,1,0.8912759358331017
832,Sri Lanka,2020,1,0.8928595115249588
833,Sri Lanka,2021,1,0.8664005808938041
834,Sri Lanka,2022,1,0.8605490074508734
835,Sri Lanka,2023,1,0.8494404560733345
836,Sudan,2017,1,0.8803991471985363
837,Sudan,2018,1,0.8564791600902506
838,Sudan,2019,1,0.8677509133067673
839,Sudan,2020,1,0.7435033761513937
840,Sudan,2021,1,0.753873075521127
841,Sudan,2022,1,0.5956570012117289
842,Sudan,2023,1,0.5363230899265629
843,Suriname,2018,0,0.18605909597849135
844,Suriname,2019,0,0.17196178894356254
845,Suriname,2020,0,0.170795867338612
846,Suriname,2021,0,0.11977603351641707
847,Suriname,2022,0,0.12217061176614745
848,Suriname,2023,0,0.11785443076931036
849,Sweden,2020,1,0.4460097544299053
850,Sweden,2021,0,0.5194686985026831
851,Sweden,2022,0,0.40822104965616324
852,Sweden,2023,0,0.3926825498235233
853,Switzerland,2020,0,0.4596945831466365
854,Switzerland,2021,0,0.4727155074249432
855,Switzerland,2022,0,0.4683817474828661
856,Switzerland,2023,0,0.46453608141253827
857,Syria,2017,0,0.4282009926443507
858,Syria,2018,0,0.43025208166946477
859,Syria,2019,1,0.472920362951618
860,Syria,2020,1,0.5022001183943767
861,Syria,2021,1,0.45876835021443063
862,Syria,2022,1,0.5349027769397
863,Syria,2023,1,0.5179706901388657
864,Tajikistan,2018,0,0.21116837419051981
865,Tajikistan,2019,0,0.29766091099763015
866,Tajikistan,2020,0,0.38260763851692264
867,Tajikistan,2021,0,0.3804998434495508
868,Tajikistan,2022,0,0.37553843767752826
869,Tajikistan,2023,0,0.37263339598157147
870,Tanzania,2017,0,0.1756610952698104
871,Tanzania,2018,0,0.21824616259500967
872,Tanzania,2019,0,0.29845103410018375
873,Tanzania,2020,0,0.25543257935523567
874,Tanzania,2021,0,0.17645802824317663
875,Tanzania,2022,0,0.15362540988017906
876,Tanzania,2023,0,0.15520593806166424
877,Thailand,2017,0,0.2151541933324882
878,Thailand,2018,0,0.18540152726175024
879,Thailand,2019,0,0.17018761022213735
880,Thailand,2020,0,0.1918499161368959
881,Thailand,2021,1,0.23574169369383716
882,Thailand,2022,0,0.29863955869626346
883,Thailand,2023,0,0.27316527908061006
884,Togo,2017,0,0.04658430663018995
885,Togo,2018,0,0.06186821029281564
886,Togo,2019,0,0.05516702089774422
887,Togo,2020,0,0.09801439812237583
888,Togo,2021,0,0.10098579526319476
889,Togo,2022,0,0.15146001520949132
890,Togo,2023,0,0.20560561584583495
891,Trinidad and Tobago,2018,0,0.28383127850052525
892,Trinidad and Tobago,2019,0,0.2889073089036656
893,Trinidad and Tobago,2020,1,0.29342684400118674
894,Trinidad and Tobago,2021,0,0.4531328035087167
895,Trinidad and Tobago,2022,1,0.35938021187761304
896,Trinidad and Tobago,2023,1,0.48253724958002114
897,Tunisia,2017,1,0.9132993594696043
898,Tunisia,2018,1,0.8994406092571035
899,Tunisia,2019,1,0.7831460235239078
900,Tunisia,2020,1,0.7416720663102199
901,Tunisia,2021,1,0.6607866412478365
902,Tunisia,2022,1,0.6299255790445235
903,Tunisia,2023,1,0.6857323990419419
904,Turkey,2017,0,0.7385407123321586
905,Turkey,2018,1,0.7043372400225248
906,Turkey,2019,1,0.738159308567792
907,Turkey,2020,1,0.6957008565677218
908,Turkey,2021,1,0.6942778781715768
909,Turkey,2022,1,0.6849611049853233
910,Turkey,2023,1,0.6802700249480564
911,Turkmenistan,2018,0,0.3789567447687473
912,Turkmenistan,2019,0,0.3803082142183904
913,Turkmenistan,2020,0,0.42354669329711936
914,Turkmenistan,2021,0,0.4246301332826387
915,Turkmenistan,2022,0,0.375396889847107
916,Turkmenistan,2023,0,0.3663898315523269
917,Uganda,2017,1,0.871653119266311
918,Uganda,2018,1,0.8386572588123993
919,Uganda,2019,1,0.8718429045917736
920,Uganda,2020,1,0.9276257660820596
921,Uganda,2021,1,0.8958768650076927
922,Uganda,2022,1,0.8362581318832142
923,Uganda,2023,1,0.8157300379394531
924,Ukraine,2018,1,0.3342671410899344
925,Ukraine,2019,1,0.44912285741455976
926,Ukraine,2020,1,0.4804093230528272
927,Ukraine,2021,1,0.48153462839208727
928,Ukraine,2022,0,0.4429078487237405
929,Ukraine,2023,0,0.29733219565053676
930,United Arab Emirates,2017,0,0.1904768632197466
931,United Arab Emirates,2018,0,0.1893920431655025
932,United Arab Emirates,2019,0,0.18883623892061877
933,United Arab Emirates,2020,0,0.1879655605725281
934,United Arab Emirates,2021,0,0.1893233414168493
935,United Arab Emirates,2022,0,0.1799174510404732
936,United Arab Emirates,2023,0,0.17399603387210222
937,United Kingdom,2020,1,0.4970398102606084
938,United Kingdom,2021,1,0.5723920449167167
939,United Kingdom,2022,1,0.5651145289172486
940,United Kingdom,2023,0,0.5586672340578243
941,United States of America,2020,1,0.6171204635635711
942,United States of America,2021,1,0.594529907438575
943,United States of America,2022,1,0.5883269405823442
944,United States of America,2023,1,0.5806115247725115
945,Uruguay,2018,0,0.5271163154023627
946,Uruguay,2019,0,0.5443038062271526
947,Uruguay,2020,0,0.5456074905466886
948,Uruguay,2021,0,0.5063574931494356
949,Uruguay,2022,0,0.4922842530376354
950,Uruguay,2023,0,0.48882573058164935
951,Uzbekistan,2018,0,0.5270276578317853
952,Uzbekistan,2019,0,0.5395983512747398
953,Uzbekistan,2020,0,0.4881929866677526
954,Uzbekistan,2021,0,0.5270971436697667
955,Uzbekistan,2022,0,0.47423847849792383
956,Uzbekistan,2023,0,0.46182624280084905
957,Venezuela,2018,1,0.46227960121686507
958,Venezuela,2019,1,0.4505857938466812
959,Venezuela,2020,1,0.4509228284794175
960,Venezuela,2021,1,0.40891690698196914
961,Venezuela,2022,1,0.40213257748980846
962,Venezuela,2023,1,0.39539965140808764
963,Vietnam,2017,0,0.09521021577054355
964,Vietnam,2018,0,0.10832172921988324
965,Vietnam,2019,0,0.20652417049047558
966,Vietnam,2020,0,0.26950419125837927
967,Vietnam,2021,0,0.2730093057497131
968,Vietnam,2022,0,0.23380878543073308
969,Vietnam,2023,0,0.22993566015820066
970,Yemen (North Yemen),2017,0,0.8472303586078693
971,Yemen (North Yemen),2018,1,0.6886635249121874
972,Yemen (North Yemen),2019,1,0.7683864193354275
973,Yemen (North Yemen),2020,1,0.7261944956196328
974,Yemen (North Yemen),2021,1,0.7257196350614773
975,Yemen (North Yemen),2022,1,0.7122875675246029
976,Yemen (North Yemen),2023,1,0.6907929414622864
977,Zambia,2017,0,0.7378127143931927
978,Zambia,2018,0,0.5431174296384184
979,Zambia,2019,0,0.5380951303205694
980,Zambia,2020,1,0.5535147042515605
981,Zambia,2021,1,0.6879419006492314
982,Zambia,2022,1,0.6938825013611352
983,Zambia,2023,1,0.6763911914664793
984,Zimbabwe,2017,1,0.6273557903181933
985,Zimbabwe,2018,1,0.6377748133414172
986,Zimbabwe,2019,1,0.6268817232204824
987,Zimbabwe,2020,1,0.5072696257802118
988,Zimbabwe,2021,1,0.48620447988241144
989,Zimbabwe,2022,1,0.47706735440744014
990,Zimbabwe,2023,1,0.547004806710819
991,eSwatini,2017,0,0.06934342650092072
992,eSwatini,2018,0,0.07070229250323658
993,eSwatini,2019,0,0.09293215125573229
994,eSwatini,2020,0,0.10066392958047803
995,eSwatini,2021,1,0.11215262211037026
996,eSwatini,2022,1,0.3571375404586626
997,eSwatini,2023,1,0.43850578610898133
